fecha_vuelo,temperatura_media,precipitacion,viento_max,origen
2022-09-26,17.6,0.0,14.8,DEN
2022-09-27,17.5,0.0,13.2,DEN
2022-09-28,19.7,0.0,22.1,DEN
2022-09-29,21.1,0.2,22.5,DEN
2022-09-30,18.5,3.4,25.6,DEN
2022-10-01,15.3,3.4,14.7,DEN
2022-10-02,15.4,0.4,23.9,DEN
2022-10-03,15.5,11.6,14.8,DEN
2022-10-04,13.0,1.0,11.2,DEN
2022-10-05,13.2,0.0,13.1,DEN
2022-10-06,13.8,0.0,11.8,DEN
2022-10-07,9.2,1.0,17.4,DEN
2022-10-08,10.0,1.6,10.5,DEN
2022-10-09,12.1,0.0,12.0,DEN
2022-10-10,14.5,0.0,13.7,DEN
2022-10-11,15.8,0.6,20.9,DEN
2022-10-12,11.8,0.0,24.1,DEN
2022-10-13,10.2,0.0,12.9,DEN
2022-10-14,14.8,0.0,18.9,DEN
2022-10-15,11.4,0.0,15.8,DEN
2022-10-16,10.0,0.5,13.0,DEN
2022-10-17,8.7,0.0,11.5,DEN
2022-10-18,10.3,0.0,12.5,DEN
2022-10-19,13.7,0.0,20.5,DEN
2022-10-20,15.0,0.0,16.8,DEN
2022-10-21,15.8,0.0,24.5,DEN
2022-10-22,16.1,0.0,23.4,DEN
2022-10-23,13.6,6.5,33.1,DEN
2022-10-24,5.0,0.4,23.5,DEN
2022-10-25,7.9,0.0,18.6,DEN
2022-10-26,8.8,0.1,17.7,DEN
2022-10-27,4.1,5.1,20.5,DEN
2022-10-28,5.9,0.0,13.3,DEN
2022-10-29,6.4,0.0,14.0,DEN
2022-10-30,6.7,0.0,10.7,DEN
2022-10-31,9.2,0.0,16.1,DEN
2022-11-01,11.5,0.0,15.0,DEN
2022-11-02,14.3,0.0,23.4,DEN
2022-11-03,5.8,1.7,28.8,DEN
2022-11-04,1.0,0.1,21.3,DEN
2022-11-05,6.6,0.0,23.4,DEN
2022-11-06,5.0,0.0,24.1,DEN
2022-11-07,7.2,0.0,39.0,DEN
2022-11-08,14.0,0.0,33.3,DEN
2022-11-09,9.4,0.0,32.4,DEN
2022-11-10,3.7,0.0,33.5,DEN
2022-11-11,-1.9,0.3,12.5,DEN
2022-11-12,-0.2,0.0,14.0,DEN
2022-11-13,0.6,0.0,19.9,DEN
2022-11-14,-2.8,0.0,13.1,DEN
2022-11-15,-2.3,2.1,14.5,DEN
2022-11-16,-2.1,0.0,16.0,DEN
2022-11-17,-4.1,1.3,22.7,DEN
2022-11-18,-9.1,2.2,13.4,DEN
2022-11-19,-7.0,0.0,16.1,DEN
2022-11-20,-0.2,0.0,17.4,DEN
2022-11-21,0.2,0.0,17.2,DEN
2022-11-22,1.3,0.0,16.4,DEN
2022-11-23,2.5,0.0,25.4,DEN
2022-11-24,0.6,0.2,25.8,DEN
2022-11-25,2.9,0.0,14.0,DEN
2022-11-26,5.2,0.0,25.3,DEN
2022-11-27,3.1,0.4,13.1,DEN
2022-11-28,4.7,0.0,22.7,DEN
2022-11-29,-5.5,3.7,22.0,DEN
2022-11-30,-5.4,0.0,15.7,DEN
2022-12-01,4.6,0.0,28.9,DEN
2022-12-02,6.2,0.8,39.0,DEN
2022-12-03,0.9,0.0,25.5,DEN
2022-12-04,4.4,0.0,15.5,DEN
2022-12-05,5.4,0.0,23.5,DEN
2022-12-06,2.2,0.0,21.2,DEN
2022-12-07,1.8,0.2,22.5,DEN
2022-12-08,0.5,0.0,26.0,DEN
2022-12-09,0.6,0.0,14.0,DEN
2022-12-10,1.4,0.0,14.8,DEN
2022-12-11,6.8,0.0,28.0,DEN
2022-12-12,6.1,0.0,28.8,DEN
2022-12-13,-4.9,6.0,26.1,DEN
2022-12-14,-4.2,0.7,16.0,DEN
2022-12-15,-7.3,0.1,15.6,DEN
2022-12-16,-9.0,0.0,14.9,DEN
2022-12-17,-6.8,0.0,18.0,DEN
2022-12-18,-4.7,0.0,16.6,DEN
2022-12-19,-6.1,0.0,15.6,DEN
2022-12-20,-2.9,0.0,16.3,DEN
2022-12-21,-3.6,1.2,28.2,DEN
2022-12-22,-23.9,3.7,13.1,DEN
2022-12-23,-19.6,0.0,20.7,DEN
2022-12-24,-4.1,0.0,12.3,DEN
2022-12-25,2.1,0.0,20.1,DEN
2022-12-26,1.7,0.0,17.3,DEN
2022-12-27,8.1,0.0,28.2,DEN
2022-12-28,4.8,5.7,20.2,DEN
2022-12-29,-2.8,16.9,16.6,DEN
2022-12-30,-5.8,0.0,17.6,DEN
2022-12-31,-0.3,0.0,15.3,DEN
2022-01-01,15.2,32.7,31.6,DFW
2022-01-02,-2.4,1.5,29.7,DFW
2022-01-03,2.7,0.0,15.9,DFW
2022-01-04,8.0,0.0,28.4,DFW
2022-01-05,8.6,0.0,22.3,DFW
2022-01-06,2.8,0.0,28.3,DFW
2022-01-07,0.9,0.0,17.1,DFW
2022-01-08,11.4,0.7,22.9,DFW
2022-01-09,11.1,0.0,30.5,DFW
2022-01-10,6.1,0.0,22.5,DFW
2022-01-11,5.8,1.5,19.8,DFW
2022-01-12,8.9,0.0,16.3,DFW
2022-01-13,12.0,0.0,11.3,DFW
2022-01-14,13.7,0.1,25.3,DFW
2022-01-15,4.4,0.0,43.8,DFW
2022-01-16,3.2,0.0,25.3,DFW
2022-01-17,7.2,0.0,13.8,DFW
2022-01-18,14.2,0.1,32.4,DFW
2022-01-19,13.4,1.1,33.5,DFW
2022-01-20,-0.8,0.0,33.8,DFW
2022-01-21,-0.6,0.0,13.7,DFW
2022-01-22,1.9,0.0,9.8,DFW
2022-01-23,7.4,0.0,17.9,DFW
2022-01-24,9.9,3.3,16.8,DFW
2022-01-25,8.2,0.0,21.7,DFW
2022-01-26,4.1,0.3,22.2,DFW
2022-01-27,7.0,0.7,16.4,DFW
2022-01-28,6.2,0.0,21.6,DFW
2022-01-29,8.3,0.0,22.4,DFW
2022-01-30,12.6,0.0,18.0,DFW
2022-01-31,13.6,0.9,21.9,DFW
2022-02-01,15.5,0.0,21.1,DFW
2022-02-02,8.3,17.7,25.9,DFW
2022-02-03,-3.4,14.1,29.6,DFW
2022-02-04,-3.7,0.0,25.5,DFW
2022-02-05,-2.1,0.0,15.9,DFW
2022-02-06,4.6,0.0,15.5,DFW
2022-02-07,6.3,0.0,19.8,DFW
2022-02-08,8.8,0.0,22.1,DFW
2022-02-09,10.4,0.0,15.7,DFW
2022-02-10,11.6,0.0,11.3,DFW
2022-02-11,15.7,0.0,23.9,DFW
2022-02-12,7.5,1.7,35.9,DFW
2022-02-13,7.6,0.0,17.8,DFW
2022-02-14,11.8,0.0,23.1,DFW
2022-02-15,14.6,0.0,35.6,DFW
2022-02-16,18.2,1.9,37.6,DFW
2022-02-17,11.2,7.1,36.2,DFW
2022-02-18,3.1,0.0,20.4,DFW
2022-02-19,7.9,0.0,12.5,DFW
2022-02-20,12.7,0.0,28.2,DFW
2022-02-21,19.1,0.2,29.9,DFW
2022-02-22,14.0,5.2,29.1,DFW
2022-02-23,-1.2,3.7,26.7,DFW
2022-02-24,-1.7,3.1,15.6,DFW
2022-02-25,-0.6,0.3,22.2,DFW
2022-02-26,1.8,2.9,14.0,DFW
2022-02-27,5.6,0.0,17.8,DFW
2022-02-28,7.0,0.0,10.0,DFW
2022-03-01,12.0,0.0,11.5,DFW
2022-03-02,14.6,0.0,15.1,DFW
2022-03-03,16.3,0.0,13.6,DFW
2022-03-04,17.6,0.2,25.6,DFW
2022-03-05,20.7,0.1,32.0,DFW
2022-03-06,19.6,5.8,41.7,DFW
2022-03-07,6.2,2.5,29.1,DFW
2022-03-08,4.0,2.4,15.5,DFW
2022-03-09,5.8,0.0,15.3,DFW
2022-03-10,9.8,0.0,13.0,DFW
2022-03-11,3.8,0.4,34.6,DFW
2022-03-12,4.3,0.0,19.1,DFW
2022-03-13,10.4,0.0,29.3,DFW
2022-03-14,15.3,5.1,32.4,DFW
2022-03-15,14.9,0.0,27.6,DFW
2022-03-16,16.2,0.0,20.2,DFW
2022-03-17,18.5,0.3,38.6,DFW
2022-03-18,13.7,0.0,35.0,DFW
2022-03-19,14.2,0.0,15.0,DFW
2022-03-20,18.5,0.0,30.5,DFW
2022-03-21,17.3,56.7,34.0,DFW
2022-03-22,11.9,0.0,32.7,DFW
2022-03-23,11.3,0.0,30.1,DFW
2022-03-24,10.1,0.0,18.4,DFW
2022-03-25,14.8,0.0,13.9,DFW
2022-03-26,17.9,0.0,12.7,DFW
2022-03-27,22.3,0.0,25.9,DFW
2022-03-28,22.5,0.0,28.5,DFW
2022-03-29,22.6,0.2,41.4,DFW
2022-03-30,17.8,19.9,44.4,DFW
2022-03-31,12.8,0.0,19.5,DFW
2022-04-01,14.5,0.0,25.5,DFW
2022-04-02,17.4,1.4,19.4,DFW
2022-04-03,20.0,0.0,26.1,DFW
2022-04-04,20.9,6.4,35.7,DFW
2022-04-05,23.1,0.7,31.2,DFW
2022-04-06,19.6,0.0,46.1,DFW
2022-04-07,15.3,0.0,46.6,DFW
2022-04-08,14.0,0.0,30.1,DFW
2022-04-09,18.0,0.0,31.4,DFW
2022-04-10,22.3,0.0,38.6,DFW
2022-04-11,24.2,0.4,32.2,DFW
2022-04-12,23.2,9.5,38.3,DFW
2022-04-13,21.3,17.5,38.6,DFW
2022-04-14,16.7,0.0,20.9,DFW
2022-04-15,21.2,0.0,30.0,DFW
2022-04-16,23.7,0.3,24.9,DFW
2022-04-17,17.9,3.8,19.1,DFW
2022-04-18,16.6,0.0,21.4,DFW
2022-04-19,17.9,0.5,33.5,DFW
2022-04-20,24.3,0.6,39.8,DFW
2022-04-21,24.8,1.0,35.9,DFW
2022-04-22,24.9,1.4,36.0,DFW
2022-04-23,24.3,0.4,39.6,DFW
2022-04-24,22.5,69.4,31.0,DFW
2022-04-25,17.6,26.6,28.6,DFW
2022-04-26,16.6,0.0,16.3,DFW
2022-04-27,18.0,0.0,20.3,DFW
2022-04-28,21.9,0.2,28.8,DFW
2022-04-29,23.8,0.6,36.6,DFW
2022-04-30,24.1,0.3,27.6,DFW
2022-05-01,22.0,0.0,21.9,DFW
2022-05-02,23.5,14.5,41.4,DFW
2022-05-03,17.6,13.0,26.6,DFW
2022-05-04,22.6,8.0,35.7,DFW
2022-05-05,22.2,34.2,26.4,DFW
2022-05-06,20.5,0.0,15.5,DFW
2022-05-07,24.9,0.2,22.5,DFW
2022-05-08,28.0,0.0,32.5,DFW
2022-05-09,28.6,0.2,34.0,DFW
2022-05-10,28.7,0.0,28.1,DFW
2022-05-11,27.3,0.0,28.9,DFW
2022-05-12,27.4,0.0,24.8,DFW
2022-05-13,27.3,0.0,21.7,DFW
2022-05-14,26.9,0.8,23.2,DFW
2022-05-15,27.8,0.8,31.1,DFW
2022-05-16,26.8,0.0,31.1,DFW
2022-05-17,29.3,0.0,28.2,DFW
2022-05-18,29.0,0.0,27.4,DFW
2022-05-19,28.9,0.1,36.4,DFW
2022-05-20,27.3,14.5,36.8,DFW
2022-05-21,25.4,3.6,30.9,DFW
2022-05-22,19.0,0.1,27.6,DFW
2022-05-23,20.6,3.6,17.4,DFW
2022-05-24,21.1,42.3,31.0,DFW
2022-05-25,18.4,6.9,31.1,DFW
2022-05-26,21.3,0.0,22.5,DFW
2022-05-27,23.1,0.0,15.2,DFW
2022-05-28,27.0,0.0,31.7,DFW
2022-05-29,28.7,0.0,35.2,DFW
2022-05-30,28.6,0.5,37.4,DFW
2022-05-31,29.2,0.5,31.3,DFW
2022-06-01,27.7,3.3,26.1,DFW
2022-06-02,24.0,7.8,26.9,DFW
2022-06-03,23.0,13.1,12.1,DFW
2022-06-04,24.3,0.0,15.6,DFW
2022-06-05,25.3,8.6,27.8,DFW
2022-06-06,28.2,0.0,25.5,DFW
2022-06-07,29.1,0.0,27.6,DFW
2022-06-08,27.6,0.2,25.1,DFW
2022-06-09,26.3,4.1,20.2,DFW
2022-06-10,28.7,2.7,21.5,DFW
2022-06-11,31.8,0.0,24.1,DFW
2022-06-12,33.3,0.0,25.3,DFW
2022-06-13,32.4,0.0,27.7,DFW
2022-06-14,31.5,0.0,35.3,DFW
2022-06-15,30.8,0.0,30.6,DFW
2022-06-16,32.3,0.0,20.3,DFW
2022-06-17,30.8,0.4,22.8,DFW
2022-06-18,28.1,5.3,18.8,DFW
2022-06-19,29.9,3.9,21.5,DFW
2022-06-20,31.7,0.1,17.6,DFW
2022-06-21,32.6,0.0,17.1,DFW
2022-06-22,31.8,0.0,14.5,DFW
2022-06-23,32.5,0.0,26.1,DFW
2022-06-24,33.6,0.0,22.7,DFW
2022-06-25,33.5,0.0,19.6,DFW
2022-06-26,32.9,0.0,24.9,DFW
2022-06-27,27.3,23.0,26.2,DFW
2022-06-28,28.0,0.7,19.6,DFW
2022-06-29,28.4,0.0,16.8,DFW
2022-06-30,30.1,0.3,26.7,DFW
2022-07-01,30.3,0.0,24.5,DFW
2022-07-02,29.7,1.7,24.1,DFW
2022-07-03,31.0,0.4,18.6,DFW
2022-07-04,33.0,0.0,22.0,DFW
2022-07-05,33.4,0.0,20.6,DFW
2022-07-06,34.0,0.0,21.3,DFW
2022-07-07,33.9,0.0,23.8,DFW
2022-07-08,34.8,0.0,18.0,DFW
2022-07-09,33.6,0.3,15.8,DFW
2022-07-10,33.3,0.0,15.9,DFW
2022-07-11,33.7,0.0,18.4,DFW
2022-07-12,34.2,0.0,24.7,DFW
2022-07-13,34.3,0.0,20.5,DFW
2022-07-14,32.0,2.7,22.4,DFW
2022-07-15,32.2,0.0,16.1,DFW
2022-07-16,32.5,0.0,15.3,DFW
2022-07-17,35.0,0.0,20.4,DFW
2022-07-18,36.0,0.0,32.0,DFW
2022-07-19,35.9,0.0,28.2,DFW
2022-07-20,35.7,0.0,30.5,DFW
2022-07-21,33.5,4.5,23.9,DFW
2022-07-22,33.2,0.6,32.0,DFW
2022-07-23,32.4,0.0,21.7,DFW
2022-07-24,33.9,0.0,20.9,DFW
2022-07-25,34.6,0.0,24.2,DFW
2022-07-26,34.5,0.0,23.9,DFW
2022-07-27,34.3,0.0,30.7,DFW
2022-07-28,33.8,0.0,24.8,DFW
2022-07-29,32.7,1.4,22.4,DFW
2022-07-30,29.3,24.8,20.5,DFW
2022-07-31,32.8,0.0,30.6,DFW
2022-08-01,33.6,0.1,23.0,DFW
2022-08-02,34.3,0.0,22.7,DFW
2022-08-03,34.4,0.0,26.4,DFW
2022-08-04,34.3,0.0,20.9,DFW
2022-08-05,34.8,0.0,28.0,DFW
2022-08-06,32.0,0.9,25.4,DFW
2022-08-07,31.8,0.1,20.9,DFW
2022-08-08,33.5,0.4,24.8,DFW
2022-08-09,31.1,12.3,18.0,DFW
2022-08-10,29.5,18.5,16.4,DFW
2022-08-11,30.6,0.0,17.9,DFW
2022-08-12,31.3,0.8,18.8,DFW
2022-08-13,31.8,0.4,19.4,DFW
2022-08-14,32.1,0.0,20.0,DFW
2022-08-15,32.6,0.0,16.9,DFW
2022-08-16,33.7,0.0,19.4,DFW
2022-08-17,33.1,3.6,15.6,DFW
2022-08-18,26.2,19.8,20.3,DFW
2022-08-19,28.0,0.3,13.3,DFW
2022-08-20,29.4,0.5,27.6,DFW
2022-08-21,27.1,40.0,18.8,DFW
2022-08-22,24.2,94.6,21.3,DFW
2022-08-23,24.9,28.3,15.3,DFW
2022-08-24,25.4,1.7,15.3,DFW
2022-08-25,26.5,2.4,16.2,DFW
2022-08-26,26.4,6.9,12.5,DFW
2022-08-27,27.8,5.9,19.7,DFW
2022-08-28,29.7,1.5,22.4,DFW
2022-08-29,29.1,12.1,21.0,DFW
2022-08-30,26.1,13.9,21.7,DFW
2022-08-31,26.6,2.2,11.1,DFW
2022-09-01,25.4,18.6,16.4,DFW
2022-09-02,25.8,27.1,15.4,DFW
2022-09-03,26.9,2.8,11.0,DFW
2022-09-04,27.1,1.0,15.6,DFW
2022-09-05,26.4,0.0,15.0,DFW
2022-09-06,27.9,0.1,18.6,DFW
2022-09-07,28.7,0.0,16.6,DFW
2022-09-08,27.5,2.8,15.5,DFW
2022-09-09,27.0,0.0,15.8,DFW
2022-09-10,26.4,0.0,13.6,DFW
2022-09-11,25.1,0.1,22.8,DFW
2022-09-12,24.8,0.0,8.9,DFW
2022-09-13,26.3,0.0,18.0,DFW
2022-09-14,26.1,0.0,16.6,DFW
2022-09-15,25.2,0.0,13.5,DFW
2022-09-16,27.2,0.3,19.7,DFW
2022-09-17,28.4,0.2,24.6,DFW
2022-09-18,29.6,0.1,22.5,DFW
2022-09-19,29.8,0.0,14.4,DFW
2022-09-20,30.2,0.0,17.7,DFW
2022-09-21,30.1,0.0,14.6,DFW
2022-09-22,29.3,0.0,11.2,DFW
2022-09-23,29.2,0.0,16.2,DFW
2022-09-24,30.3,0.0,16.4,DFW
2022-09-25,29.4,0.5,20.8,DFW
2022-09-26,25.8,0.0,21.7,DFW
2022-09-27,24.5,0.0,10.5,DFW
2022-09-28,25.4,0.0,16.4,DFW
2022-09-29,23.4,0.0,24.3,DFW
2022-09-30,21.1,0.0,14.5,DFW
2022-10-01,20.5,0.0,13.4,DFW
2022-10-02,21.0,0.0,13.2,DFW
2022-10-03,21.6,0.0,13.1,DFW
2022-10-04,22.2,0.0,11.0,DFW
2022-10-05,23.3,0.0,11.2,DFW
2022-10-06,24.5,0.0,12.9,DFW
2022-10-07,24.7,0.0,17.7,DFW
2022-10-08,22.1,0.0,19.8,DFW
2022-10-09,21.1,5.3,12.4,DFW
2022-10-10,24.6,0.0,20.0,DFW
2022-10-11,24.8,0.2,28.6,DFW
2022-10-12,27.3,0.0,24.9,DFW
2022-10-13,22.0,0.0,20.4,DFW
2022-10-14,22.2,0.0,17.0,DFW
2022-10-15,27.3,0.0,23.5,DFW
2022-10-16,22.4,15.1,23.7,DFW
2022-10-17,17.9,0.0,23.8,DFW
2022-10-18,13.2,0.0,19.1,DFW
2022-10-19,11.6,0.0,16.2,DFW
2022-10-20,18.7,0.0,21.0,DFW
2022-10-21,21.2,0.0,29.2,DFW
2022-10-22,24.0,0.0,38.0,DFW
2022-10-23,25.0,0.0,40.4,DFW
2022-10-24,21.8,38.1,33.6,DFW
2022-10-25,15.6,1.6,45.0,DFW
2022-10-26,14.4,0.0,9.8,DFW
2022-10-27,15.8,0.0,19.4,DFW
2022-10-28,14.2,47.6,27.0,DFW
2022-10-29,14.9,6.7,24.4,DFW
2022-10-30,16.4,0.0,14.9,DFW
2022-10-31,15.8,0.0,10.9,DFW
2022-11-01,17.6,0.0,14.3,DFW
2022-11-02,17.9,0.1,18.8,DFW
2022-11-03,21.9,0.7,26.5,DFW
2022-11-04,20.4,31.9,30.1,DFW
2022-11-05,12.1,0.0,21.0,DFW
2022-11-06,18.6,0.0,23.2,DFW
2022-11-07,21.2,12.4,17.6,DFW
2022-11-08,21.9,1.8,16.1,DFW
2022-11-09,22.2,0.0,23.2,DFW
2022-11-10,21.6,0.1,21.7,DFW
2022-11-11,12.3,12.2,28.7,DFW
2022-11-12,5.8,0.0,20.0,DFW
2022-11-13,5.9,0.0,13.5,DFW
2022-11-14,5.8,8.7,19.1,DFW
2022-11-15,6.0,0.0,19.9,DFW
2022-11-16,6.9,0.0,10.3,DFW
2022-11-17,7.2,0.0,14.5,DFW
2022-11-18,6.7,0.0,21.3,DFW
2022-11-19,3.6,0.6,17.4,DFW
2022-11-20,4.2,1.6,10.2,DFW
2022-11-21,7.9,1.2,13.0,DFW
2022-11-22,7.7,0.0,10.1,DFW
2022-11-23,12.1,14.9,18.2,DFW
2022-11-24,13.5,15.3,21.7,DFW
2022-11-25,12.3,1.7,23.0,DFW
2022-11-26,12.3,28.5,31.9,DFW
2022-11-27,10.9,0.0,22.1,DFW
2022-11-28,10.7,0.0,23.0,DFW
2022-11-29,19.3,0.0,36.1,DFW
2022-11-30,5.5,0.0,34.8,DFW
2022-12-01,6.4,1.4,18.1,DFW
2022-12-02,14.5,0.6,31.5,DFW
2022-12-03,11.3,0.0,32.8,DFW
2022-12-04,10.2,0.1,12.8,DFW
2022-12-05,18.1,0.0,31.9,DFW
2022-12-06,19.3,0.8,20.7,DFW
2022-12-07,19.3,21.1,21.6,DFW
2022-12-08,20.6,14.3,16.9,DFW
2022-12-09,18.3,2.5,16.3,DFW
2022-12-10,18.2,22.1,20.0,DFW
2022-12-11,13.2,2.5,16.2,DFW
2022-12-12,14.6,5.1,25.2,DFW
2022-12-13,18.2,15.1,33.6,DFW
2022-12-14,10.6,2.1,25.2,DFW
2022-12-15,6.7,0.0,13.8,DFW
2022-12-16,5.3,0.0,17.3,DFW
2022-12-17,5.1,0.0,15.8,DFW
2022-12-18,5.9,0.0,16.1,DFW
2022-12-19,8.1,0.3,19.2,DFW
2022-12-20,8.0,0.1,17.1,DFW
2022-12-21,4.9,0.0,16.6,DFW
2022-12-22,-1.6,0.0,37.0,DFW
2022-12-23,-8.3,0.0,29.6,DFW
2022-12-24,-2.8,0.0,9.6,DFW
2022-12-25,0.9,0.0,14.4,DFW
2022-12-26,4.9,0.0,18.9,DFW
2022-12-27,1.3,0.0,23.1,DFW
2022-12-28,12.1,0.0,31.4,DFW
2022-12-29,17.5,0.0,27.0,DFW
2022-12-30,12.2,0.0,14.2,DFW
2022-12-31,14.4,0.0,25.6,DFW
2022-01-01,-12.5,6.4,26.8,DSM
2022-01-02,-19.2,0.0,19.3,DSM
2022-01-03,-11.5,0.0,22.2,DSM
2022-01-04,-1.1,0.0,33.4,DSM
2022-01-05,-11.7,0.0,33.5,DSM
2022-01-06,-16.5,0.0,23.2,DSM
2022-01-07,-16.5,0.0,20.2,DSM
2022-01-08,-4.2,0.0,25.6,DSM
2022-01-09,-8.6,0.0,29.2,DSM
2022-01-10,-9.8,0.0,13.4,DSM
2022-01-11,-2.2,0.0,28.4,DSM
2022-01-12,3.3,0.1,16.4,DSM
2022-01-13,2.8,0.1,18.6,DSM
2022-01-14,-0.7,18.2,23.9,DSM
2022-01-15,-10.6,9.0,29.5,DSM
2022-01-16,-8.8,0.0,30.4,DSM
2022-01-17,-2.9,0.0,31.2,DSM
2022-01-18,-0.4,0.0,25.3,DSM
2022-01-19,-12.4,0.0,32.2,DSM
2022-01-20,-21.0,0.0,21.0,DSM
2022-01-21,-19.7,0.0,21.7,DSM
2022-01-22,-3.9,0.3,32.6,DSM
2022-01-23,-7.8,0.0,37.0,DSM
2022-01-24,-5.2,0.0,29.4,DSM
2022-01-25,-19.6,0.0,16.4,DSM
2022-01-26,-16.2,0.0,26.9,DSM
2022-01-27,-2.8,0.1,26.9,DSM
2022-01-28,-14.4,0.1,23.2,DSM
2022-01-29,-6.0,0.0,13.0,DSM
2022-01-30,-6.2,0.0,21.9,DSM
2022-01-31,-2.0,0.0,21.6,DSM
2022-02-01,-0.4,0.0,26.8,DSM
2022-02-02,-13.0,0.5,25.3,DSM
2022-02-03,-16.7,0.0,21.0,DSM
2022-02-04,-13.1,0.0,26.7,DSM
2022-02-05,-8.2,0.0,24.6,DSM
2022-02-06,-1.5,0.0,24.5,DSM
2022-02-07,-6.4,0.0,11.6,DSM
2022-02-08,3.4,0.0,20.0,DSM
2022-02-09,2.9,0.1,30.6,DSM
2022-02-10,-0.1,0.3,29.9,DSM
2022-02-11,1.9,2.7,35.1,DSM
2022-02-12,-10.8,0.0,28.7,DSM
2022-02-13,-8.5,0.0,20.9,DSM
2022-02-14,-4.1,0.0,18.2,DSM
2022-02-15,2.4,0.0,28.0,DSM
2022-02-16,6.3,0.0,28.3,DSM
2022-02-17,-7.6,0.0,29.4,DSM
2022-02-18,-0.9,0.2,30.7,DSM
2022-02-19,-5.8,0.0,28.0,DSM
2022-02-20,7.0,0.0,34.1,DSM
2022-02-21,5.3,0.0,20.7,DSM
2022-02-22,-5.2,0.9,32.1,DSM
2022-02-23,-12.1,0.0,26.0,DSM
2022-02-24,-9.0,1.9,16.9,DSM
2022-02-25,-10.5,0.4,20.9,DSM
2022-02-26,-6.6,0.0,19.4,DSM
2022-02-27,0.6,0.0,19.2,DSM
2022-02-28,5.8,0.0,15.6,DSM
2022-03-01,7.7,0.0,15.7,DSM
2022-03-02,7.2,0.0,24.5,DSM
2022-03-03,0.9,0.3,18.5,DSM
2022-03-04,3.0,0.0,23.6,DSM
2022-03-05,12.6,26.2,32.8,DSM
2022-03-06,0.5,0.7,34.7,DSM
2022-03-07,-3.4,7.7,22.4,DSM
2022-03-08,-4.3,0.0,16.2,DSM
2022-03-09,-3.1,0.0,17.9,DSM
2022-03-10,-6.0,1.0,15.3,DSM
2022-03-11,-6.0,0.0,31.8,DSM
2022-03-12,-7.1,0.0,21.6,DSM
2022-03-13,4.8,0.0,21.2,DSM
2022-03-14,8.9,0.0,18.5,DSM
2022-03-15,5.3,0.0,15.3,DSM
2022-03-16,10.2,0.0,24.5,DSM
2022-03-17,8.4,6.3,24.7,DSM
2022-03-18,3.3,24.4,31.5,DSM
2022-03-19,5.4,0.1,18.9,DSM
2022-03-20,10.6,0.0,23.7,DSM
2022-03-21,16.2,0.0,26.7,DSM
2022-03-22,9.8,21.8,21.0,DSM
2022-03-23,3.3,1.4,31.4,DSM
2022-03-24,3.0,1.6,21.1,DSM
2022-03-25,5.7,0.0,46.2,DSM
2022-03-26,1.2,0.0,27.9,DSM
2022-03-27,-1.4,0.0,14.2,DSM
2022-03-28,0.6,0.2,22.2,DSM
2022-03-29,5.9,0.5,34.7,DSM
2022-03-30,7.5,1.4,29.0,DSM
2022-03-31,1.7,4.8,28.6,DSM
2022-04-01,1.5,0.0,12.6,DSM
2022-04-02,6.9,4.2,24.4,DSM
2022-04-03,6.1,3.6,18.8,DSM
2022-04-04,6.7,0.0,21.9,DSM
2022-04-05,8.6,1.9,24.9,DSM
2022-04-06,7.2,0.3,39.7,DSM
2022-04-07,4.3,0.4,39.3,DSM
2022-04-08,3.5,0.3,34.4,DSM
2022-04-09,4.9,0.0,14.8,DSM
2022-04-10,12.0,0.0,31.9,DSM
2022-04-11,10.4,0.0,31.6,DSM
2022-04-12,14.0,1.2,36.1,DSM
2022-04-13,7.2,4.2,32.7,DSM
2022-04-14,4.1,0.0,45.4,DSM
2022-04-15,4.0,0.0,13.9,DSM
2022-04-16,2.9,0.0,19.9,DSM
2022-04-17,2.4,2.2,17.4,DSM
2022-04-18,2.6,0.0,32.4,DSM
2022-04-19,2.5,0.0,19.4,DSM
2022-04-20,9.5,8.8,31.4,DSM
2022-04-21,11.2,1.7,17.1,DSM
2022-04-22,18.3,19.7,29.3,DSM
2022-04-23,21.2,18.2,46.0,DSM
2022-04-24,12.2,0.0,36.4,DSM
2022-04-25,6.4,0.0,31.9,DSM
2022-04-26,5.8,0.0,13.6,DSM
2022-04-27,12.2,0.0,31.5,DSM
2022-04-28,12.7,10.5,25.7,DSM
2022-04-29,15.1,4.5,32.0,DSM
2022-04-30,14.0,3.9,42.1,DSM
2022-05-01,9.9,0.2,32.2,DSM
2022-05-02,7.8,6.2,21.3,DSM
2022-05-03,9.3,26.3,27.1,DSM
2022-05-04,10.7,0.0,18.5,DSM
2022-05-05,12.7,1.1,21.6,DSM
2022-05-06,14.4,5.3,13.1,DSM
2022-05-07,14.9,0.0,24.2,DSM
2022-05-08,15.9,40.7,29.9,DSM
2022-05-09,23.8,0.2,40.9,DSM
2022-05-10,24.8,4.7,23.7,DSM
2022-05-11,26.2,2.6,27.4,DSM
2022-05-12,26.6,0.0,26.1,DSM
2022-05-13,21.6,2.2,27.4,DSM
2022-05-14,21.3,0.0,19.2,DSM
2022-05-15,18.4,1.9,24.5,DSM
2022-05-16,18.9,0.0,21.4,DSM
2022-05-17,18.9,0.0,19.6,DSM
2022-05-18,20.7,0.8,16.3,DSM
2022-05-19,23.1,0.0,34.7,DSM
2022-05-20,17.7,8.9,30.7,DSM
2022-05-21,11.7,0.0,25.2,DSM
