fecha_vuelo,temperatura_media,precipitacion,viento_max,origen
2022-01-01,2.7,11.7,36.6,ABQ
2022-01-02,-4.8,0.0,20.6,ABQ
2022-01-03,-2.3,0.0,10.5,ABQ
2022-01-04,0.7,0.0,10.4,ABQ
2022-01-05,2.6,0.0,12.3,ABQ
2022-01-06,3.7,0.0,13.4,ABQ
2022-01-07,5.1,0.0,13.7,ABQ
2022-01-08,6.2,0.0,15.2,ABQ
2022-01-09,3.4,0.0,11.5,ABQ
2022-01-10,0.7,0.0,13.5,ABQ
2022-01-11,2.1,0.0,13.2,ABQ
2022-01-12,2.8,0.0,24.1,ABQ
2022-01-13,4.4,0.0,14.4,ABQ
2022-01-14,6.8,0.0,26.4,ABQ
2022-01-15,2.1,0.0,16.7,ABQ
2022-01-16,2.8,0.0,17.0,ABQ
2022-01-17,3.1,0.0,13.4,ABQ
2022-01-18,5.3,0.1,10.2,ABQ
2022-01-19,4.9,0.4,21.7,ABQ
2022-01-20,2.5,0.1,23.3,ABQ
2022-01-21,2.2,0.0,13.3,ABQ
2022-01-22,3.8,0.0,40.0,ABQ
2022-01-23,3.4,0.0,17.7,ABQ
2022-01-24,4.4,0.0,17.3,ABQ
2022-01-25,4.7,0.0,56.0,ABQ
2022-01-26,2.2,1.6,49.1,ABQ
2022-01-27,1.2,1.1,19.4,ABQ
2022-01-28,0.8,0.9,19.1,ABQ
2022-01-29,1.4,0.0,13.5,ABQ
2022-01-30,2.4,0.0,11.6,ABQ
2022-01-31,3.3,0.0,13.1,ABQ
2022-02-01,5.7,0.0,13.2,ABQ
2022-02-02,0.3,6.7,38.9,ABQ
2022-02-03,-7.3,0.7,25.7,ABQ
2022-02-04,-7.1,0.0,10.2,ABQ
2022-02-05,-4.2,0.0,13.0,ABQ
2022-02-06,-1.7,0.0,13.7,ABQ
2022-02-07,-1.3,0.0,10.3,ABQ
2022-02-08,0.9,0.0,21.3,ABQ
2022-02-09,2.7,0.0,16.0,ABQ
2022-02-10,3.8,0.0,14.8,ABQ
2022-02-11,6.2,0.0,21.6,ABQ
2022-02-12,4.1,0.0,31.3,ABQ
2022-02-13,4.5,0.0,11.7,ABQ
2022-02-14,5.5,0.0,11.2,ABQ
2022-02-15,7.8,0.0,21.6,ABQ
2022-02-16,7.1,0.3,38.8,ABQ
2022-02-17,2.5,6.5,26.3,ABQ
2022-02-18,1.7,0.0,16.5,ABQ
2022-02-19,3.5,0.0,14.5,ABQ
2022-02-20,6.6,0.0,13.6,ABQ
2022-02-21,8.7,0.0,26.5,ABQ
2022-02-22,6.9,0.0,26.2,ABQ
2022-02-23,3.8,1.3,47.5,ABQ
2022-02-24,0.9,1.5,22.0,ABQ
2022-02-25,1.4,0.0,13.4,ABQ
2022-02-26,3.1,0.0,24.0,ABQ
2022-02-27,2.0,0.0,14.0,ABQ
2022-02-28,5.3,0.0,14.1,ABQ
2022-03-01,7.7,0.0,13.6,ABQ
2022-03-02,10.2,0.0,15.1,ABQ
2022-03-03,12.8,0.0,16.3,ABQ
2022-03-04,14.7,0.6,42.7,ABQ
2022-03-05,8.3,0.0,23.7,ABQ
2022-03-06,5.4,1.1,39.6,ABQ
2022-03-07,3.0,0.2,27.3,ABQ
2022-03-08,2.8,1.1,24.5,ABQ
2022-03-09,3.9,0.0,33.0,ABQ
2022-03-10,6.0,0.7,32.8,ABQ
2022-03-11,2.3,1.5,21.1,ABQ
2022-03-12,3.9,0.0,18.6,ABQ
2022-03-13,7.8,0.0,19.1,ABQ
2022-03-14,9.7,0.0,25.1,ABQ
2022-03-15,9.9,0.0,12.1,ABQ
2022-03-16,13.0,0.0,21.8,ABQ
2022-03-17,9.0,0.5,28.4,ABQ
2022-03-18,7.6,0.0,20.2,ABQ
2022-03-19,10.0,0.0,12.0,ABQ
2022-03-20,14.3,0.0,41.2,ABQ
2022-03-21,8.8,0.9,31.7,ABQ
2022-03-22,5.1,5.2,16.8,ABQ
2022-03-23,4.9,3.9,35.3,ABQ
2022-03-24,8.1,0.0,13.6,ABQ
2022-03-25,12.0,0.0,12.9,ABQ
2022-03-26,14.7,0.0,15.3,ABQ
2022-03-27,17.2,0.0,17.5,ABQ
2022-03-28,16.6,0.0,21.7,ABQ
2022-03-29,12.3,3.2,27.2,ABQ
2022-03-30,9.1,1.5,37.4,ABQ
2022-03-31,9.4,0.0,16.7,ABQ
2022-04-01,11.8,0.2,28.0,ABQ
2022-04-02,13.5,0.0,16.2,ABQ
2022-04-03,16.1,0.0,24.2,ABQ
2022-04-04,14.4,0.0,47.6,ABQ
2022-04-05,17.2,0.0,35.8,ABQ
2022-04-06,14.4,0.0,36.5,ABQ
2022-04-07,11.2,0.0,26.6,ABQ
2022-04-08,12.5,0.0,17.7,ABQ
2022-04-09,17.1,0.0,34.4,ABQ
2022-04-10,18.2,0.0,33.2,ABQ
2022-04-11,17.2,0.0,33.9,ABQ
2022-04-12,15.3,1.6,43.0,ABQ
2022-04-13,8.1,0.0,29.6,ABQ
2022-04-14,11.5,0.0,22.9,ABQ
2022-04-15,16.7,0.0,30.1,ABQ
2022-04-16,18.2,0.0,32.2,ABQ
2022-04-17,18.0,0.0,26.1,ABQ
2022-04-18,18.6,0.0,36.5,ABQ
2022-04-19,20.1,0.0,38.9,ABQ
2022-04-20,20.6,0.0,31.8,ABQ
2022-04-21,20.4,0.0,26.0,ABQ
2022-04-22,21.2,0.0,54.3,ABQ
2022-04-23,13.5,0.0,36.9,ABQ
2022-04-24,13.2,0.0,21.6,ABQ
2022-04-25,13.8,0.0,17.4,ABQ
2022-04-26,17.3,0.0,27.0,ABQ
2022-04-27,21.5,0.0,32.9,ABQ
2022-04-28,20.3,0.0,24.7,ABQ
2022-04-29,19.0,0.0,32.3,ABQ
2022-04-30,17.5,0.0,21.6,ABQ
2022-05-01,21.6,0.0,34.8,ABQ
2022-05-02,20.4,0.0,28.3,ABQ
2022-05-03,20.9,0.0,29.9,ABQ
2022-05-04,16.9,0.0,34.6,ABQ
2022-05-05,16.0,0.0,27.2,ABQ
2022-05-06,21.7,0.0,14.6,ABQ
2022-05-07,24.3,0.0,32.1,ABQ
2022-05-08,24.5,0.0,35.6,ABQ
2022-05-09,22.4,0.0,28.6,ABQ
2022-05-10,23.4,0.0,32.0,ABQ
2022-05-11,23.8,0.0,38.7,ABQ
2022-05-12,21.8,0.0,29.3,ABQ
2022-05-13,19.8,0.0,19.6,ABQ
2022-05-14,22.4,0.0,14.3,ABQ
2022-05-15,25.1,0.0,16.1,ABQ
2022-05-16,25.9,0.0,44.9,ABQ
2022-05-17,25.0,0.0,21.1,ABQ
2022-05-18,25.4,0.0,23.7,ABQ
2022-05-19,26.1,0.0,32.0,ABQ
2022-05-20,25.0,0.0,40.3,ABQ
2022-05-21,20.7,0.0,51.3,ABQ
2022-05-22,16.3,0.0,55.9,ABQ
2022-05-23,20.3,0.0,29.5,ABQ
2022-05-24,17.4,0.0,31.2,ABQ
2022-05-25,17.8,0.0,28.7,ABQ
2022-05-26,23.2,0.0,13.3,ABQ
2022-05-27,26.6,0.0,29.6,ABQ
2022-05-28,26.5,0.0,34.9,ABQ
2022-05-29,24.3,0.0,39.7,ABQ
2022-05-30,21.9,0.0,33.1,ABQ
2022-05-31,22.9,0.0,21.7,ABQ
2022-06-01,23.4,0.0,37.4,ABQ
2022-06-02,21.9,0.0,43.9,ABQ
2022-06-03,24.4,0.0,23.9,ABQ
2022-06-04,25.7,0.0,27.8,ABQ
2022-06-05,26.3,0.0,21.5,ABQ
2022-06-06,27.8,0.0,15.2,ABQ
2022-06-07,29.4,0.0,18.5,ABQ
2022-06-08,28.0,0.2,36.2,ABQ
2022-06-09,27.9,0.3,25.1,ABQ
2022-06-10,29.6,0.0,17.2,ABQ
2022-06-11,30.6,0.1,37.4,ABQ
2022-06-12,29.8,0.0,25.2,ABQ
2022-06-13,29.6,0.0,31.2,ABQ
2022-06-14,28.4,0.0,26.2,ABQ
2022-06-15,27.7,0.0,14.4,ABQ
2022-06-16,29.5,0.0,29.0,ABQ
2022-06-17,27.4,8.1,28.5,ABQ
2022-06-18,22.2,10.5,23.8,ABQ
2022-06-19,22.2,2.5,24.1,ABQ
2022-06-20,22.6,0.0,20.8,ABQ
2022-06-21,22.3,0.0,25.4,ABQ
2022-06-22,20.1,17.4,19.9,ABQ
2022-06-23,21.8,1.1,20.8,ABQ
2022-06-24,23.5,0.0,22.4,ABQ
2022-06-25,22.9,3.1,22.9,ABQ
2022-06-26,20.2,8.7,23.6,ABQ
2022-06-27,19.0,7.6,20.8,ABQ
2022-06-28,20.4,0.0,9.9,ABQ
2022-06-29,23.1,0.0,12.4,ABQ
2022-06-30,24.1,0.0,14.8,ABQ
2022-07-01,24.0,0.2,24.5,ABQ
2022-07-02,24.5,0.9,17.6,ABQ
2022-07-03,26.0,0.0,19.6,ABQ
2022-07-04,25.4,0.0,22.4,ABQ
2022-07-05,26.2,0.0,18.3,ABQ
2022-07-06,26.9,0.0,17.6,ABQ
2022-07-07,28.2,0.0,16.4,ABQ
2022-07-08,28.8,0.0,15.7,ABQ
2022-07-09,28.2,1.3,27.4,ABQ
2022-07-10,28.3,0.0,13.0,ABQ
2022-07-11,28.3,2.9,39.0,ABQ
2022-07-12,27.3,0.2,41.7,ABQ
2022-07-13,26.6,0.0,9.5,ABQ
2022-07-14,28.5,0.0,14.3,ABQ
2022-07-15,29.4,0.0,15.8,ABQ
2022-07-16,29.9,0.0,13.4,ABQ
2022-07-17,31.2,0.0,27.3,ABQ
2022-07-18,30.8,0.0,20.0,ABQ
2022-07-19,31.9,0.0,21.1,ABQ
2022-07-20,31.5,0.0,32.1,ABQ
2022-07-21,29.7,0.0,30.9,ABQ
2022-07-22,30.4,0.0,37.5,ABQ
2022-07-23,30.3,0.0,14.7,ABQ
2022-07-24,28.8,0.4,26.2,ABQ
2022-07-25,27.5,0.0,22.4,ABQ
2022-07-26,26.9,0.0,23.1,ABQ
2022-07-27,25.8,1.4,30.9,ABQ
2022-07-28,24.9,4.3,17.3,ABQ
2022-07-29,23.4,8.2,26.5,ABQ
2022-07-30,23.6,3.2,12.4,ABQ
2022-07-31,24.9,0.0,12.7,ABQ
2022-08-01,26.4,0.1,18.4,ABQ
2022-08-02,27.8,0.0,23.5,ABQ
2022-08-03,28.2,0.0,30.2,ABQ
2022-08-04,28.1,0.0,27.4,ABQ
2022-08-05,27.6,0.0,23.7,ABQ
2022-08-06,26.3,1.0,17.0,ABQ
2022-08-07,24.9,0.0,25.1,ABQ
2022-08-08,24.5,1.1,21.6,ABQ
2022-08-09,24.9,1.2,25.4,ABQ
2022-08-10,25.1,0.3,20.4,ABQ
2022-08-11,23.7,8.5,19.9,ABQ
2022-08-12,23.8,0.0,17.5,ABQ
2022-08-13,25.7,0.0,14.0,ABQ
2022-08-14,26.6,0.0,17.3,ABQ
2022-08-15,27.2,0.0,18.8,ABQ
2022-08-16,27.1,0.0,22.0,ABQ
2022-08-17,25.0,0.0,21.7,ABQ
2022-08-18,22.8,1.7,29.0,ABQ
2022-08-19,22.5,0.1,25.6,ABQ
2022-08-20,19.2,35.1,13.8,ABQ
2022-08-21,20.4,0.0,24.3,ABQ
2022-08-22,20.3,0.2,23.1,ABQ
2022-08-23,21.0,0.0,14.7,ABQ
2022-08-24,22.5,3.6,19.1,ABQ
2022-08-25,22.3,0.1,33.2,ABQ
2022-08-26,22.6,3.9,18.4,ABQ
2022-08-27,22.2,7.6,12.3,ABQ
2022-08-28,23.3,0.0,20.2,ABQ
2022-08-29,23.5,0.0,16.2,ABQ
2022-08-30,23.3,0.5,28.7,ABQ
2022-08-31,23.2,0.0,20.3,ABQ
2022-09-01,23.7,0.0,18.8,ABQ
2022-09-02,26.0,0.0,16.7,ABQ
2022-09-03,24.7,0.0,30.3,ABQ
2022-09-04,23.6,0.0,15.1,ABQ
2022-09-05,25.3,0.4,16.0,ABQ
2022-09-06,26.4,0.0,16.4,ABQ
2022-09-07,26.9,0.0,17.8,ABQ
2022-09-08,26.4,0.0,16.1,ABQ
2022-09-09,25.6,0.0,18.6,ABQ
2022-09-10,24.1,0.0,39.0,ABQ
2022-09-11,21.8,0.0,30.3,ABQ
2022-09-12,22.6,0.0,17.7,ABQ
2022-09-13,22.2,2.2,30.8,ABQ
2022-09-14,19.4,7.3,23.2,ABQ
2022-09-15,20.9,0.0,13.3,ABQ
2022-09-16,23.3,0.0,20.9,ABQ
2022-09-17,24.0,0.0,27.8,ABQ
2022-09-18,24.5,0.0,37.5,ABQ
2022-09-19,23.5,0.0,24.5,ABQ
2022-09-20,24.2,0.3,26.3,ABQ
2022-09-21,23.8,0.0,17.9,ABQ
2022-09-22,22.9,0.5,21.1,ABQ
2022-09-23,21.5,0.3,13.6,ABQ
2022-09-24,21.3,0.0,21.4,ABQ
2022-09-25,21.0,0.0,25.6,ABQ
2022-09-26,21.6,0.0,17.8,ABQ
2022-09-27,21.3,0.4,20.7,ABQ
2022-09-28,21.2,0.0,12.6,ABQ
2022-09-29,21.2,0.0,18.7,ABQ
2022-09-30,20.5,0.0,14.0,ABQ
2022-10-01,20.0,1.2,29.9,ABQ
2022-10-02,19.6,0.0,21.6,ABQ
2022-10-03,18.0,0.0,18.1,ABQ
2022-10-04,16.3,1.6,11.5,ABQ
2022-10-05,14.5,13.5,15.5,ABQ
2022-10-06,15.4,2.8,18.3,ABQ
2022-10-07,14.9,2.6,15.9,ABQ
2022-10-08,14.1,10.3,10.2,ABQ
2022-10-09,13.6,0.0,12.3,ABQ
2022-10-10,13.7,0.0,10.8,ABQ
2022-10-11,14.4,0.0,12.2,ABQ
2022-10-12,15.5,0.0,14.5,ABQ
2022-10-13,16.3,0.0,15.5,ABQ
2022-10-14,16.4,0.0,14.7,ABQ
2022-10-15,17.2,0.0,14.6,ABQ
2022-10-16,12.6,4.2,46.2,ABQ
2022-10-17,10.9,1.4,20.7,ABQ
2022-10-18,10.6,0.0,14.6,ABQ
2022-10-19,13.0,0.0,10.5,ABQ
2022-10-20,13.7,0.0,11.5,ABQ
2022-10-21,13.9,0.0,17.0,ABQ
2022-10-22,15.1,2.3,27.4,ABQ
2022-10-23,13.9,6.1,34.4,ABQ
2022-10-24,7.2,1.4,39.8,ABQ
2022-10-25,6.5,0.0,27.2,ABQ
2022-10-26,10.8,0.0,18.0,ABQ
2022-10-27,8.2,2.1,35.3,ABQ
2022-10-28,6.5,0.0,19.7,ABQ
2022-10-29,8.9,0.0,10.5,ABQ
2022-10-30,10.0,0.0,13.3,ABQ
2022-10-31,10.3,0.0,13.6,ABQ
2022-11-01,12.1,0.0,18.2,ABQ
2022-11-02,12.9,0.0,27.4,ABQ
2022-11-03,11.9,2.9,38.2,ABQ
2022-11-04,5.1,1.0,31.8,ABQ
2022-11-05,5.5,0.0,23.1,ABQ
2022-11-06,10.3,0.0,14.5,ABQ
2022-11-07,11.7,0.0,16.4,ABQ
2022-11-08,14.1,0.0,28.5,ABQ
2022-11-09,14.1,0.0,36.5,ABQ
2022-11-10,8.0,0.1,24.9,ABQ
2022-11-11,3.3,0.0,15.1,ABQ
2022-11-12,3.7,0.0,11.9,ABQ
2022-11-13,7.5,0.0,23.9,ABQ
2022-11-14,4.9,3.2,14.8,ABQ
2022-11-15,3.2,0.0,20.9,ABQ
2022-11-16,2.3,0.0,16.1,ABQ
2022-11-17,1.9,0.0,10.5,ABQ
2022-11-18,1.3,0.0,21.3,ABQ
2022-11-19,1.1,0.0,21.8,ABQ
2022-11-20,1.4,0.0,17.7,ABQ
2022-11-21,2.8,0.0,9.4,ABQ
2022-11-22,4.8,0.0,6.9,ABQ
2022-11-23,5.4,0.0,23.3,ABQ
2022-11-24,2.6,1.6,21.4,ABQ
2022-11-25,4.0,0.0,15.9,ABQ
2022-11-26,3.7,0.0,16.9,ABQ
2022-11-27,5.5,0.0,22.3,ABQ
2022-11-28,3.9,0.0,15.9,ABQ
2022-11-29,4.7,0.0,31.4,ABQ
2022-11-30,2.9,0.0,11.2,ABQ
2022-12-01,7.0,0.0,17.5,ABQ
2022-12-02,8.9,0.0,23.7,ABQ
2022-12-03,8.0,9.3,9.4,ABQ
2022-12-04,8.6,5.3,12.7,ABQ
2022-12-05,9.8,0.2,21.6,ABQ
2022-12-06,7.3,0.0,16.6,ABQ
2022-12-07,7.4,2.7,18.6,ABQ
2022-12-08,4.7,0.0,16.6,ABQ
2022-12-09,4.2,0.0,10.0,ABQ
2022-12-10,4.3,0.0,13.4,ABQ
2022-12-11,6.6,0.0,14.9,ABQ
2022-12-12,4.4,0.5,27.8,ABQ
2022-12-13,-0.8,0.1,23.0,ABQ
2022-12-14,-0.9,0.0,23.1,ABQ
2022-12-15,-1.0,0.0,21.6,ABQ
2022-12-16,-2.1,0.0,25.5,ABQ
2022-12-17,-3.1,0.0,14.6,ABQ
2022-12-18,-1.0,0.0,10.3,ABQ
2022-12-19,0.2,0.0,20.3,ABQ
2022-12-20,0.7,0.0,13.7,ABQ
2022-12-21,2.2,0.0,12.0,ABQ
2022-12-22,2.9,0.0,19.2,ABQ
2022-12-23,1.6,0.0,14.3,ABQ
2022-12-24,1.6,0.0,20.3,ABQ
2022-12-25,2.9,0.0,21.0,ABQ
2022-12-26,3.9,0.0,17.9,ABQ
2022-12-27,5.2,0.0,14.1,ABQ
2022-12-28,6.3,2.8,19.3,ABQ
2022-12-29,3.6,0.8,18.5,ABQ
2022-12-30,3.1,0.2,14.1,ABQ
2022-12-31,4.4,0.0,11.0,ABQ
2022-01-01,7.8,3.2,14.3,ALB
2022-01-02,2.2,2.6,16.2,ALB
2022-01-03,-6.1,0.0,18.6,ALB
2022-01-04,-5.4,0.0,15.3,ALB
2022-01-05,0.4,0.0,24.0,ALB
2022-01-06,-0.2,1.2,15.3,ALB
2022-01-07,-2.7,2.7,21.7,ALB
2022-01-08,-9.2,0.0,15.5,ALB
2022-01-09,-1.3,7.4,22.4,ALB
2022-01-10,-4.5,0.3,19.0,ALB
2022-01-11,-12.0,0.1,21.0,ALB
2022-01-12,-4.6,0.0,21.2,ALB
2022-01-13,0.0,0.0,10.7,ALB
2022-01-14,-3.7,0.0,27.3,ALB
2022-01-15,-14.1,0.0,20.7,ALB
2022-01-16,-10.3,0.3,11.6,ALB
2022-01-17,0.0,23.2,19.2,ALB
2022-01-18,-6.9,0.0,21.6,ALB
2022-01-19,-3.7,0.0,24.0,ALB
2022-01-20,-3.9,0.1,19.7,ALB
2022-01-21,-14.3,0.0,12.3,ALB
2022-01-22,-15.0,0.0,10.9,ALB
2022-01-23,-5.8,1.1,12.2,ALB
2022-01-24,-6.9,1.5,12.5,ALB
2022-01-25,-2.5,1.0,15.2,ALB
2022-01-26,-11.8,0.0,14.0,ALB
2022-01-27,-11.7,0.0,19.6,ALB
2022-01-28,-4.8,0.8,17.3,ALB
2022-01-29,-13.2,4.0,21.8,ALB
2022-01-30,-13.0,0.0,18.5,ALB
2022-01-31,-11.8,0.0,10.9,ALB
2022-02-01,-7.7,0.0,15.7,ALB
2022-02-02,0.9,0.0,21.3,ALB
2022-02-03,2.3,14.9,16.7,ALB
2022-02-04,-6.6,19.4,19.9,ALB
2022-02-05,-9.8,0.0,20.5,ALB
2022-02-06,-10.7,0.0,16.4,ALB
2022-02-07,-3.0,1.5,16.3,ALB
2022-02-08,0.6,0.2,19.0,ALB
2022-02-09,-0.2,0.0,18.5,ALB
2022-02-10,2.6,4.0,16.1,ALB
2022-02-11,3.4,0.1,23.5,ALB
2022-02-12,4.7,1.4,21.2,ALB
2022-02-13,-4.7,0.7,15.2,ALB
2022-02-14,-10.9,0.0,22.4,ALB
2022-02-15,-7.0,0.0,18.5,ALB
2022-02-16,-0.4,0.0,32.0,ALB
2022-02-17,8.4,12.5,25.4,ALB
2022-02-18,1.7,7.1,31.6,ALB
2022-02-19,-4.0,0.6,27.5,ALB
2022-02-20,-4.2,0.0,24.7,ALB
2022-02-21,3.4,0.0,20.0,ALB
2022-02-22,6.5,6.8,24.4,ALB
2022-02-23,7.1,2.9,23.3,ALB
2022-02-24,-4.2,0.0,20.5,ALB
2022-02-25,-3.3,20.0,26.9,ALB
2022-02-26,-9.6,0.0,15.0,ALB
2022-02-27,-5.1,0.3,21.5,ALB
2022-02-28,-9.4,1.0,14.3,ALB
2022-03-01,-4.4,1.8,25.3,ALB
2022-03-02,0.1,0.1,13.8,ALB
2022-03-03,-3.3,1.1,22.9,ALB
2022-03-04,-7.0,0.0,12.0,ALB
2022-03-05,-1.8,0.0,18.0,ALB
2022-03-06,8.8,2.6,23.1,ALB
2022-03-07,6.0,16.9,32.7,ALB
2022-03-08,1.7,0.0,26.5,ALB
2022-03-09,0.2,8.7,12.1,ALB
2022-03-10,2.1,0.0,9.4,ALB
2022-03-11,3.1,0.0,19.8,ALB
2022-03-12,-0.6,13.5,26.4,ALB
2022-03-13,-4.6,0.0,26.3,ALB
2022-03-14,2.2,0.0,13.4,ALB
2022-03-15,6.2,4.1,12.7,ALB
2022-03-16,6.8,0.6,17.8,ALB
2022-03-17,8.8,0.6,17.7,ALB
2022-03-18,11.8,0.0,8.9,ALB
2022-03-19,13.2,24.6,25.2,ALB
2022-03-20,8.6,2.6,19.9,ALB
2022-03-21,6.9,0.0,28.9,ALB
2022-03-22,4.3,0.0,23.7,ALB
2022-03-23,3.4,0.8,16.0,ALB
2022-03-24,5.4,8.3,16.2,ALB
2022-03-25,9.0,7.8,15.1,ALB
2022-03-26,6.5,3.7,12.5,ALB
2022-03-27,1.7,0.0,23.2,ALB
2022-03-28,-4.8,0.0,27.4,ALB
2022-03-29,-2.9,0.0,23.8,ALB
2022-03-30,1.1,0.0,15.5,ALB
2022-03-31,10.7,7.8,27.1,ALB
2022-04-01,7.2,14.0,25.3,ALB
2022-04-02,4.2,0.0,19.6,ALB
2022-04-03,3.3,7.5,10.5,ALB
2022-04-04,5.8,0.4,16.9,ALB
2022-04-05,7.4,0.0,13.5,ALB
2022-04-06,9.1,1.3,12.6,ALB
2022-04-07,8.3,22.9,18.3,ALB
2022-04-08,9.2,26.3,19.8,ALB
2022-04-09,6.0,6.7,11.8,ALB
2022-04-10,5.1,0.0,24.5,ALB
2022-04-11,7.6,0.0,16.3,ALB
2022-04-12,12.4,5.5,20.2,ALB
2022-04-13,14.1,0.1,23.0,ALB
2022-04-14,16.6,11.9,21.1,ALB
2022-04-15,11.7,0.0,22.3,ALB
2022-04-16,9.2,7.2,19.4,ALB
2022-04-17,4.6,0.1,23.6,ALB
2022-04-18,6.5,2.2,21.9,ALB
2022-04-19,4.0,27.1,23.3,ALB
2022-04-20,6.3,0.1,23.9,ALB
2022-04-21,7.5,4.6,28.9,ALB
2022-04-22,10.5,0.1,22.7,ALB
2022-04-23,8.1,0.2,12.7,ALB
2022-04-24,11.9,0.0,19.9,ALB
2022-04-25,12.5,0.0,23.9,ALB
2022-04-26,11.6,4.4,21.4,ALB
2022-04-27,7.6,0.6,28.7,ALB
2022-04-28,6.3,0.0,28.1,ALB
2022-04-29,7.5,0.0,23.3,ALB
2022-04-30,9.3,0.0,18.3,ALB
2022-05-01,11.2,0.0,11.6,ALB
2022-05-02,12.0,3.5,21.3,ALB
2022-05-03,13.2,0.0,17.6,ALB
2022-05-04,12.1,10.1,22.5,ALB
2022-05-05,13.3,0.0,14.9,ALB
2022-05-06,12.5,0.0,11.3,ALB
2022-05-07,10.4,0.0,14.9,ALB
2022-05-08,10.9,0.0,12.1,ALB
2022-05-09,12.8,0.0,13.1,ALB
2022-05-10,14.4,0.0,14.3,ALB
2022-05-11,16.0,0.0,11.3,ALB
2022-05-12,19.7,0.0,14.2,ALB
2022-05-13,21.5,0.2,17.0,ALB
2022-05-14,22.4,0.2,17.0,ALB
2022-05-15,21.0,4.5,14.2,ALB
2022-05-16,19.3,13.1,23.2,ALB
2022-05-17,15.5,0.4,25.6,ALB
2022-05-18,14.8,0.0,14.6,ALB
2022-05-19,13.5,16.9,20.7,ALB
2022-05-20,17.8,0.0,26.0,ALB
2022-05-21,24.2,0.4,16.6,ALB
2022-05-22,23.7,6.2,18.9,ALB
2022-05-23,15.7,0.0,19.1,ALB
2022-05-24,15.9,0.0,11.5,ALB
2022-05-25,17.9,0.0,16.3,ALB
2022-05-26,18.9,0.0,25.6,ALB
2022-05-27,21.1,8.1,24.0,ALB
2022-05-28,20.8,5.5,15.5,ALB
2022-05-29,19.6,0.0,11.2,ALB
2022-05-30,22.4,0.0,9.4,ALB
2022-05-31,25.7,0.0,19.2,ALB
2022-06-01,19.4,18.9,15.5,ALB
2022-06-02,21.1,0.2,13.6,ALB
2022-06-03,20.2,0.0,16.4,ALB
2022-06-04,18.5,0.2,20.7,ALB
2022-06-05,17.4,0.0,17.3,ALB
2022-06-06,19.7,0.0,12.5,ALB
2022-06-07,21.0,12.4,28.4,ALB
2022-06-08,19.7,17.9,24.4,ALB
2022-06-09,18.5,11.8,23.8,ALB
2022-06-10,18.2,0.0,19.7,ALB
2022-06-11,18.4,0.0,7.6,ALB
2022-06-12,19.7,3.9,20.9,ALB
2022-06-13,21.2,5.0,17.6,ALB
2022-06-14,20.8,0.0,16.2,ALB
2022-06-15,22.2,0.0,17.0,ALB
2022-06-16,21.2,26.4,25.6,ALB
2022-06-17,22.9,0.0,21.4,ALB
2022-06-18,15.4,1.2,28.8,ALB
2022-06-19,15.8,0.0,29.6,ALB
2022-06-20,18.8,0.0,16.5,ALB
2022-06-21,16.6,7.2,12.7,ALB
2022-06-22,18.0,2.2,22.1,ALB
2022-06-23,18.1,1.5,21.0,ALB
2022-06-24,21.2,0.0,10.3,ALB
2022-06-25,23.9,0.0,8.9,ALB
2022-06-26,26.5,0.0,16.4,ALB
2022-06-27,22.7,13.0,17.9,ALB
2022-06-28,19.7,0.5,13.6,ALB
2022-06-29,20.8,0.0,15.9,ALB
2022-06-30,21.5,0.0,12.8,ALB
2022-07-01,26.2,0.4,18.1,ALB
2022-07-02,23.8,11.3,14.3,ALB
2022-07-03,22.0,0.1,16.8,ALB
2022-07-04,21.7,0.0,18.0,ALB
2022-07-05,21.5,16.2,17.6,ALB
2022-07-06,22.8,2.5,17.7,ALB
2022-07-07,22.8,0.0,13.9,ALB
2022-07-08,23.9,0.6,17.6,ALB
2022-07-09,21.4,0.0,12.6,ALB
2022-07-10,20.8,0.0,9.5,ALB
2022-07-11,24.2,0.0,17.3,ALB
2022-07-12,26.6,1.2,19.5,ALB
2022-07-13,24.8,2.2,11.4,ALB
2022-07-14,23.1,0.0,16.3,ALB
2022-07-15,23.0,0.0,13.0,ALB
2022-07-16,24.4,0.0,13.2,ALB
2022-07-17,26.5,0.0,12.8,ALB
2022-07-18,23.2,10.8,20.6,ALB
2022-07-19,26.5,0.1,18.7,ALB
2022-07-20,28.4,0.0,12.4,ALB
2022-07-21,27.3,6.1,19.5,ALB
2022-07-22,27.1,0.0,13.9,ALB
2022-07-23,27.8,0.0,10.0,ALB
2022-07-24,27.9,4.5,20.5,ALB
2022-07-25,25.5,3.9,16.3,ALB
2022-07-26,22.3,0.0,18.4,ALB
2022-07-27,22.9,0.0,19.4,ALB
2022-07-28,24.6,14.6,27.7,ALB
2022-07-29,25.0,0.0,18.1,ALB
2022-07-30,23.4,0.0,23.8,ALB
2022-07-31,24.2,0.0,11.7,ALB
2022-08-01,25.8,0.0,17.7,ALB
2022-08-02,25.2,3.8,17.3,ALB
2022-08-03,25.7,0.0,12.7,ALB
2022-08-04,27.5,0.3,16.4,ALB
2022-08-05,26.5,5.8,11.7,ALB
2022-08-06,27.8,0.0,11.6,ALB
2022-08-07,28.7,1.2,15.3,ALB
2022-08-08,29.3,0.3,18.6,ALB
2022-08-09,27.1,0.4,19.4,ALB
2022-08-10,22.8,0.0,8.6,ALB
2022-08-11,23.5,0.0,16.2,ALB
